question_id,question,comment,date_created,source
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I’m on Carboplatin and my hair started falling out... I shaved my head... it was so freeing.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","That was my chemo cocktail, starting in April 2017. Since then, I've dropped the Carbo, but am currently on the other two for maintenance. Thankfully, I still have my hair. I do take many supplements, such as Vitamin Bs, and I take 1000 mg of Biotin daily. I sincerely believe that the extra supplements are part of the reason I didn't lose my hair. As with any supplement though, please get your doctor's approval prior to use.
Best wishes",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I had carbo and alimta combo last year. My hair thinned.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I have a lot of hair.. it thinned with the carboplatin/pemetrexedcombo but I didn’t use a cooling cap. 2 infusions only as it was completely ineffective so I was switched to Pembrolizumab solely. Have had 15 infusions with really positive results so far & massive reductions of the tumours. Side effects are more than manageable so far.
Very best of wishes for your wife & you
I can highly recommend some serious research about nutrition & possibly watch a documentary-series called The Truth About Cancer. It’s a hard watch but it left me feeling very empowered, hopeful, positive & pro-active
All the very best to you both & your family.
Kindest regards.
Please remember:
1. Everyone is different
2. They don’t always get it right
3. A positive mental attitude is a very powerful tool",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","My husband is on about his 12th infusion...7 of those carboplatin!!! He cut his hair before he could lose it.. but honestly, he’s lost none!!!",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My hubs had this same treatment. Never had any hair loss.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","My momma has had 9 treatments so far. Thinning but no balding! She has lost the hair on her arms and nose hair...
Also thinning of her hair has been minimal! Take solace in knowing that your wife is on the BEST line of defense! (((Hugs)))",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I was on carbo/pemetrexed but no Keytruda as it was not approved for first line treatment 2 yes ago. My hair thinned a lot but I never had to have it shaved, just cut short. I was off chemo June 2017 hand hair grew back thicker than it has ever been. I am on Opdivo now with hair loss.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My husband had that course of treatment and did not lose his hair,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I am on carbo/taxol and I lost my hair after the 12th session. it was thinning a lot before, but I got tired of it falling in my food.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","Most people do not lose all their hair on this combo. But, it is known to cause hair thinning. My hair thinned a lot but I was the only one who could tell. I've heard the same from others. However, there is the rare case of hair loss. It is possible, with this combo, but not likely.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I had three of the carbo/alimta/keytruda and my hair fell out every time I brushed it or washed it. It just thinned though and although it felt so thin to me, everyone said they’d never have known if I hadnt pointed it out. I have since been on alimta and keytruda for 9 months and my hair doesn’t fall out anymore. The hair thinning stopped after about 2 months of stopping carbo. I was told most people don’t lose any hair. Mine thinned but it’s all good. i hope your wife will be ok too.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Mine thinned terribly and I had to have it shaved.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","My husband did not lose his hair on the same combo of Caboplatin, Alimta, and Keytruda. He feels the top might've thinned a little but it's not noticeable. I hope this helps.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I had the same regimen. I only experienced hair loss because the Keytruda effects my thyroid and that is causing hair loss. The the Carboplatin and Altima actually did not cause hair loss for me.
I wish you guys the best.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I was told I wouldn't loose my hair, but it thinned so badly and broke so I shaved my head. It's very freeing.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Mine just got a little thin,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","Yes, mine thinned a bit the first time, not noticed by family and I just started her exact same treatment 2 treatments ago and I’ve had no loss this time. My friends that tried the caps were unsuccessful (saved a few long hairs that did not make it easier or better for then, just disappointed. I wish you both strength and love.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Mine only thinned as well!,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Carbon and taxol my hair was gone in 14 days all of it,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",No hair loss for my husband. Same cocktail.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I lost all of mine but grew back in a year,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","My hair thinned alot. I take suppliments. So i think it helped save me from going bald. My thought was ... It will grow back. With every strand of hair lost, a cancer cell died. I wear my thin hair with pride because I'm (we) are warriors!",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Of these I only used Altima and I didn't lose my hair,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I was on exactly that regimen when I was diagnosed in 2015. I was not on Carboplatin very long but I did not lose my hair. It thinned a bit but I changed my care regimen & my hairdresser cut it a little differently to also help. I immediately stopped getting color. I began washing it less often (every 3rd day instead of 2,), lathering once each washing instead of twice. I let it almost air dry b4 using the blow dryer & used Curling iron less often. I have managed to keep most of my hair, thankfully. They stopped the carboplatin first & I remained on Alimta & Keytruda for 35 treatments, 2 yrs. I am in remission & off chemo for 16 months & doing well, although my hair is thinning a bit again. I read somewhere that chemo effects can come back after stopping treatment. Dont know how true that is. I would take a wait & see attitude b4 trying the DigniCap. Good luck.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I had that convo and no hair loss,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I know hair is important but not to me. I think about our kids and all the things I still want to do .it may not make it easier but it may ease the burden of being sick.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I was on carboplatin didn't lose my hair.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I have completed 5 rounds of that combo and have little or no hair loss, just saying. Keep the faith.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My husband was on this exact regiment and he didn’t lose any hair. He experienced severe nausea and some vomiting in the beginning.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I lost my hair on carboplatin. Not with Keytruda, though.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My dad had same drugs and didn’t lose hair. Neither did my husband.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I am on the same drugs and I haven't lost my hair at all but I had breast cancer and chemo two years before this cancer. Unsure if my body was just used to the drugs at that point or what.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My mum got Carboplatin and did lose some hair. but really not a lot. perhaps it depends on the patient,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My dad has had four rounds of this combo and no hair loss.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I had 5 weeks of weekly 2/3 doses of carboplatin and full dose of taxol and did not lose my hair. As a matter of fact, I think my hair looked healthier than ever and I think it's because my health kept me from washing and drying it everyday, I've been frying my own hair most of my life.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","My mom had that same med plan (but only 25% chemo drugs, 100% of immunotherapy because of also breaking her hip), and she has slowly lost some hair....No complete baldness, but very thin on top...",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My hair is thinner but no major hair lo,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I had that combo and no hair loss!!,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My husbands hair just thinned a little. Not bad.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Hair got thinner.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My dad had carbo+taxol and lost hair. It came back after chemo was finished though. Much darker in colour.,2018-09-04 0:00:00,Facebook
